config_name,ablation,error,code_distance,episodes_completed,num_samples,physical_error_rate,seed,test_distance,train_distance,training_episodes,avg_recent_reward,ci_95_lower,ci_95_upper,convergence_episode,deviation_from_benchmark,expected_benchmark,generalization_gap,logical_error_rate,logical_error_rate_mwpm,logical_error_rate_rl,mwpm_benchmark,mwpm_ci_95_lower,mwpm_ci_95_upper,mwpm_test_error_rate,relative_deviation,rl_ci_95_lower,rl_ci_95_upper,rl_vs_mwpm_at_test,rl_vs_mwpm_ratio,stderr,test_ci_95_lower,test_ci_95_upper,test_logical_error_rate,train_logical_error_rate,training_loss,training_time_sec
mwpm_validation_d13_p0.01,None,None,13,,10000,0.01,,,,,,0.14408033203303747,0.15811966796696256,,0.1267072546596994,0.02439274534030061,,0.1511,,,,,,,5.194464702189929,,,,,,,,,,,
mwpm_validation_d15_p0.001,None,None,15,,10000,0.001,,,,,,0.017256,0.022744,,0.01999999976317723,2.368227702941807e-10,,0.02,,,,,,,19999.99976317723,,,,,,,,,,,
mwpm_validation_d15_p0.003,None,None,15,,10000,0.003,,,,,,0.051397321131770556,0.06040267886822944,,0.0558984462058041,1.5537941959001187e-06,,0.0559,,,,,,,35975.450515453835,,,,,,,,,,,
mwpm_validation_d15_p0.005,None,None,15,,10000,0.005,,,,,,0.08273887828423078,0.09386112171576923,,0.08820749110535384,9.250889464616434e-05,,0.0883,,,,,,,953.5028111916928,,,,,,,,,,,
mwpm_validation_d15_p0.007,None,None,15,,10000,0.007,,,,,,0.11519426420226372,0.12800573579773628,,0.12023476385698534,0.0013652361430146636,,0.1216,,,,,,,88.06884030442339,,,,,,,,,,,
mwpm_validation_d15_p0.01,None,None,15,,10000,0.01,,,,,,0.15929668020209986,0.17390331979790014,,0.14291772297058192,0.02368227702941807,,0.1666,,,,,,,6.034796518639228,,,,,,,,,,,
extended_d15_ep200_s1,,,15,,,0.005,1,,,200,,0.7310005156360254,0.8049994843639746,200,,,,0.768,,,,,,,,,,,,0.018877287940803362,,,,,1.1505910473180685,48.7666540145874
extended_d15_ep200_s2,,,15,,,0.005,2,,,200,,0.6973622400649313,0.7746377599350687,200,,,,0.736,,,,,,,,,,,,0.019713142824014644,,,,,0.9843779234119902,50.465304136276245
extended_d15_ep200_s3,,,15,,,0.005,3,,,200,,0.7015520133166898,0.7784479866833102,200,,,,0.74,,,,,,,,,,,,0.019616319736382767,,,,,1.0535433512570356,52.952183961868286
extended_d15_ep200_s4,,,15,,,0.005,4,,,200,,0.7310005156360254,0.8049994843639746,200,,,,0.768,,,,,,,,,,,,0.018877287940803362,,,,,0.9287994248263155,59.5168981552124
extended_d15_ep200_s5,,,15,,,0.005,5,,,200,,0.7331124042529199,0.8068875957470801,200,,,,0.77,,,,,,,,,,,,0.018820201911775546,,,,,1.1089535677036069,59.18260908126831
extended_d15_ep500_s1,,,15,,,0.005,1,,,500,,0.7288897924985591,0.8031102075014409,500,,,,0.766,,,,,,,,,,,,0.01893377933746984,,,,,1.0951366707031882,148.93969106674194
extended_d15_ep500_s2,,,15,,,0.005,2,,,500,,0.7120447632071674,0.7879552367928326,500,,,,0.75,,,,,,,,,,,,0.019364916731037084,,,,,0.9841947773843838,145.90692901611328
extended_d15_ep500_s3,,,15,,,0.005,3,,,500,,0.6910852377625148,0.7689147622374851,500,,,,0.73,,,,,,,,,,,,0.019854470529329156,,,,,1.0120087038163326,148.17569279670715
extended_d15_ep500_s4,,,15,,,0.005,4,,,500,,0.7120447632071674,0.7879552367928326,500,,,,0.75,,,,,,,,,,,,0.019364916731037084,,,,,1.067434629320519,163.91109704971313
extended_d15_ep500_s5,,,15,,,0.005,5,,,500,,0.7713391303513603,0.8406608696486398,500,,,,0.806,,,,,,,,,,,,0.017684117167673367,,,,,1.0813605774654251,148.4420211315155
extended_d15_ep1000_s1,,,15,,,0.005,1,,,1000,,0.7225645130925215,0.7974354869074786,1000,,,,0.76,,,,,,,,,,,,0.019099738218101316,,,,,1.0814278882129391,291.9945909976959
extended_d15_ep1000_s2,,,15,,,0.005,2,,,1000,,0.6931765606469493,0.7708234393530506,1000,,,,0.732,,,,,,,,,,,,0.0198078772209442,,,,,0.9842007630841316,257.16840720176697
extended_d15_ep1000_s3,,,15,,,0.005,3,,,1000,,0.7225645130925215,0.7974354869074786,1000,,,,0.76,,,,,,,,,,,,0.019099738218101316,,,,,0.9565400616585837,324.72301602363586
extended_d15_ep1000_s4,,,15,,,0.005,4,,,1000,,0.7415718299773376,0.8144281700226624,1000,,,,0.778,,,,,,,,,,,,0.018585801031970613,,,,,0.9565366908940924,327.46553015708923
extended_d15_ep1000_s5,,,15,,,0.005,5,,,1000,,0.7120447632071674,0.7879552367928326,1000,,,,0.75,,,,,,,,,,,,0.019364916731037084,,,,,1.0258928504649862,302.9900460243225
extended_d15_ep2000_s1,,,15,,,0.005,1,,,2000,,0.7141465184269663,0.7898534815730337,2000,,,,0.752,,,,,,,,,,,,0.019313000802568203,,,,,0.9705240489146248,526.2155649662018
extended_d15_ep2000_s2,,,15,,,0.005,2,,,2000,,0.7225645130925215,0.7974354869074786,2000,,,,0.76,,,,,,,,,,,,0.019099738218101316,,,,,0.9982431762883452,528.9150085449219
extended_d15_ep2000_s3,,,15,,,0.005,3,,,2000,,0.7162493620080401,0.7917506379919599,2000,,,,0.754,,,,,,,,,,,,0.019260529587734602,,,,,1.039673709887078,536.6089930534363
extended_d15_ep2000_s4,,,15,,,0.005,4,,,2000,,0.6869055902103638,0.7650944097896362,2000,,,,0.726,,,,,,,,,,,,0.01994612744369192,,,,,0.9842483771281907,549.2443912029266
extended_d15_ep2000_s5,,,15,,,0.005,5,,,2000,,0.7331124042529199,0.8068875957470801,2000,,,,0.77,,,,,,,,,,,,0.018820201911775546,,,,,0.9565195442673772,530.6735200881958
extended_d15_ep5000_s1,None,None,15,,,0.005,1,,,5000,,0.7394551705873458,0.8125448294126543,5000,,,,0.776,,,,,,,,,,,,0.018645321128905233,,,,,1.0257699736324697,1365.2044990062714
extended_d15_ep5000_s2,None,None,15,,,0.005,2,,,5000,,0.7015520133166898,0.7784479866833102,5000,,,,0.74,,,,,,,,,,,,0.019616319736382767,,,,,1.0952326812638042,1258.5658149719238
extended_d15_ep5000_s3,None,None,15,,,0.005,3,,,5000,,0.6973622400649313,0.7746377599350687,5000,,,,0.736,,,,,,,,,,,,0.019713142824014644,,,,,1.0535665945334625,1275.4971942901611
extended_d15_ep5000_s4,None,None,15,,,0.005,4,,,5000,,0.7246718012864269,0.7993281987135731,5000,,,,0.762,,,,,,,,,,,,0.01904499934365974,,,,,1.178373869688218,1248.7454028129578
extended_d15_ep5000_s5,None,None,15,,,0.005,5,,,5000,,0.7310005156360254,0.8049994843639746,5000,,,,0.768,,,,,,,,,,,,0.018877287940803362,,,,,1.0397732684368968,1237.5447301864624
