time_years,S_total,S_1mm_1cm,S_1cm_10cm,S_10cm_1m,S_1m_plus,S_400_600km,S_600_800km,S_800_1000km,S_1000_1200km,S_1200_1500km,S_1500_plus_km,cumulative_collisions,collision_rate_per_year,cascade_gain_G,cascade_multiplier_Km,collisions_this_step,fragments_generated,launches,objects_decayed,scenario,pmd_compliance
32.800000000000004,648373442.0822386,634450773.1888186,13471842.524694834,247334.60129057855,203491.76743461835,6950481.5692533115,15181882.435726367,326312397.2716114,278887886.2855865,14753717.9754099,6287076.54465114,167025.0,24212.01325028265,2741.0731874985277,7.640713036580065,2364.0,4354148.127543734,671.6914285714286,870154.5478470594,PMD_80,0.8
32.9,659985166.0372123,645808822.2356292,13720469.252746863,251778.05458816365,204096.49424810853,6729970.825886777,15083227.617142119,334167082.1291866,282967372.5791894,14751219.365733378,6286293.520074152,169494.0,24441.249465416884,2972.2261081433585,8.327379495978859,2469.0,12474875.31065474,671.7314285714285,863806.8013951535,PMD_80,0.8
33.0,665935653.9710388,651615564.3371413,13861318.968307843,254108.74892980678,204661.91666000523,6516512.736278112,14985555.13141472,333944101.828669,289455582.4173735,14748391.262008356,6285510.595295282,172011.0,25028.632156619715,2945.8619473761414,8.498440134915546,2517.0,6817507.187685984,671.7714285714285,867688.7395737335,PMD_80,0.8
33.1,674270777.3639604,659760213.7235817,14047995.890192276,257324.13342079788,205243.6167657627,6310316.7132854,14888858.58426233,333704605.8097802,298336704.75845295,14745563.727877546,6284727.770302114,174545.0,25364.699812549417,3014.236965040773,8.846836292264053,2534.0,9197437.122272912,671.8114285714287,863025.2550656341,PMD_80,0.8
33.2,681165696.3358185,666492691.2352995,14207192.08612849,259997.73468904445,205815.27970130483,6110816.111084889,14792691.623558044,335894539.0017859,303340857.79107994,14742846.763227442,6283945.045082233,177104.0,25803.97815977635,3015.821938285582,9.026305491909104,2559.0,7753991.8588739885,671.8514285714286,859766.452730381,PMD_80,0.8
33.300000000000004,695189570.9753982,680214663.1247317,14503143.069544783,265329.40335902997,206435.37776279697,5917682.232060909,14697380.69672323,346155193.5858086,307396241.6944856,14739910.34669664,6283162.419623226,179737.0,26188.86135992537,3279.4131115308564,9.873936480951546,2633.0,14881014.755054014,671.8914285714286,857813.7211885166,PMD_80,0.8
33.4,697120830.1240784,682079456.5833071,14568248.133724367,266153.8475491174,206971.55949782484,5731036.94097887,14603470.206613969,348340609.6648768,307426248.8970244,14737084.520671679,6282379.893912679,182412.0,26896.133062523277,3056.001394021288,9.49433623034793,2675.0,2796166.6299640834,671.9314285714286,865569.1269981454,PMD_80,0.8
33.5,701574744.435801,686417145.7726914,14682161.722617073,267911.92329210177,207525.01720046205,5550228.710914831,14509081.145958956,352944571.9217634,307555005.92543864,14734259.263787046,6281597.467938186,185169.0,27072.034305422934,2943.177384613921,9.21272619549253,2757.0,5314837.903955578,671.9714285714285,861587.2779471878,PMD_80,0.8
33.6,707626085.1533366,692320805.0113946,14826926.820818735,270264.3709870564,208088.95013632093,5375506.545234884,14415426.286700143,356820789.3706085,310002223.2331765,14731324.575929323,6280815.141687331,187958.0,27362.160131530407,2896.671935271249,9.168599830694719,2789.0,6911484.743521094,672.0114285714285,860827.7516996929,PMD_80,0.8
33.7,712124182.3468145,696701575.5809572,14941928.920368524,272035.7917704297,208642.05371837912,5206452.093938299,14322390.799780011,359139461.11214375,312447454.94757175,14728390.478233049,6280032.915147713,190734.0,27721.20657112535,2800.013295136,9.001188655719266,2776.0,5357917.442158471,672.0514285714287,860518.0143949215,PMD_80,0.8
33.800000000000004,723943846.5239339,708260954.1960789,15197111.784617607,276535.4896719488,209245.0535653687,5042880.300339982,14230740.57752247,363063858.2463335,320601549.64085037,14725566.970580691,6279250.788306924,193543.0,28011.18805277761,2971.327169383433,9.61993221867927,2809.0,12677444.07364741,672.0914285714287,858473.7022423992,PMD_80,0.8
33.9,748582804.8270984,732389411.3800449,15697643.500278246,285813.22641515284,209936.72036018837,4884502.165279814,14138596.713598277,378977892.6430528,329580600.51240826,14722744.031606834,6278468.76115256,196415.0,28625.069602398522,3562.068474592918,11.541829160955285,2872.0,25499741.91608562,672.1314285714286,861419.4586352699,PMD_80,0.8
34.0,748200128.6535786,731983204.3213925,15720702.545465909,285767.0919945658,210454.69472564195,4731257.951261433,14047942.080220431,378811245.8836419,329612074.2435846,14719921.661198154,6277686.833672217,199369.0,29831.66254260984,3222.6664645272804,10.95490215873158,2954.0,496414.8966085413,672.1714285714286,879740.9558426642,PMD_80,0.8
34.1,751784212.72425,735466190.7389487,15819825.047177657,287197.25899451907,210999.6791290447,4582870.076238929,13957887.122008815,378576687.0191848,333672653.64172256,14717209.859241351,6276905.005853496,202363.0,29908.636881266575,3049.2776775205266,10.437279039464174,2994.0,4457403.111812457,672.2114285714285,873966.966855415,PMD_80,0.8
34.2,753819381.2032267,737430821.0372432,15888977.935854562,288048.35309246404,211533.8770363323,4439179.845729145,13867547.861570565,378326055.62865525,336196195.9852124,14714278.604375228,6276123.277683996,205311.0,30160.71454138327,2842.883379336969,9.862624450690738,2948.0,2904766.6828792314,672.2514285714285,870262.1696167672,PMD_80,0.8
34.300000000000004,760785620.2529657,744229882.9583629,16052904.77662838,290730.30228333245,212102.21569109,4300033.761472366,13778025.863267748,383068737.78000957,338652133.26007825,14711347.93898653,6275341.649151318,208344.0,30344.827363424785,2816.80576750253,9.810599807766135,3033.0,7831531.322590491,672.2914285714287,865930.2785657231,PMD_80,0.8
34.4,760348614.1160367,743769712.427783,16075627.037536513,290656.29038743756,212618.3603296583,4165723.351159281,13689095.787697047,382818236.4711232,338692360.5228561,14708637.862957867,6274560.120243068,211398.0,30759.80010421607,2549.2115930587083,9.055298219710247,3054.0,430198.7264384017,672.3314285714287,867882.9090817561,PMD_80,0.8
34.5,770454587.6419479,753647536.2061098,16299332.588740868,294511.5061553028,213207.3409421018,4035651.39329139,13600973.709541956,389008143.30137616,342829892.21311563,14706038.333676036,6273888.690946848,214396.0,30834.62190600768,2660.13273637356,9.419991057317302,2998.0,10967952.232569264,672.3714285714286,862638.7923721415,PMD_80,0.8
34.6,783014948.9689095,765931038.678353,16570819.424217695,299277.72080891655,213813.1455299506,3909789.414869096,13512664.350711975,396913135.2523095,347703033.27348375,14703219.329784084,6273107.347751099,217507.0,31396.292568369983,2825.7244489704926,10.102471142575414,3111.0,13427231.121748704,672.4114285714286,867513.9205014489,PMD_80,0.8
34.7,803944672.0520908,786419750.8223244,17003287.31033333,307157.3029495822,214476.61648355573,3788000.0740027423,13425488.672723692,401730325.05664593,364028131.2509011,14700400.893672999,6272326.104144259,220733.0,32075.924666837036,3219.0381196430085,11.633052290099483,3226.0,21804086.088274166,672.4514285714286,875005.17080724,PMD_80,0.8
34.800000000000004,808510572.0358156,790863184.3954781,17123420.810888622,308940.2955128005,215026.53393594606,3670370.5229869876,13338449.358393203,406319470.80182046,364213027.789839,14697708.602661952,6271544.960113936,224007.0,33133.42730651527,3063.589081948606,11.419620424364789,3274.0,5449729.309596463,672.4914285714285,884481.5315859072,PMD_80,0.8
34.9,814558694.8065361,796759324.8215435,17272507.901957672,311276.0076840126,215586.07535080684,3556215.4558445234,13252315.343380556,412525190.31476307,364259318.5000521,14694781.276847975,6270873.915647741,227364.0,33451.01508116905,2963.7633783613246,11.111587706637682,3357.0,6933319.6786764385,672.5314285714285,885839.1536704566,PMD_80,0.8
35.0,820624751.5245001,802672317.4754461,17422672.934956048,313615.71941432176,216145.39468369615,3446191.002245904,13167190.744885748,416316438.01014376,366732858.6928299,14691980.1171607,6270092.957234122,230826.0,33841.50377052083,2868.273457462136,10.85836888798453,3462.0,6954687.754356984,672.5714285714287,889243.3221070268,PMD_80,0.8
35.1,822777031.5682828,804749304.895448,17496546.47250226,314502.62799578515,216677.57233701882,3339283.2062336723,13082079.029447954,418476018.3913678,366921284.89917904,14689053.943693055,6269312.098361519,234101.0,34229.24540481805,2674.35217470757,10.255560349832122,3275.0,3042673.5629764646,672.6114285714286,891005.8449078867,PMD_80,0.8
35.2,833394657.5721108,815124828.8110942,17734030.24747704,318530.52688132686,217267.98665821235,3236049.7061867896,12997859.91134759,426597153.9749689,369608934.28189963,14686128.358690325,6268531.3390175495,237608.0,34434.7395677196,2735.0250890687466,10.464551694321408,3507.0,11506752.183345908,672.6514285714286,889728.5452323727,PMD_80,0.8
35.300000000000004,853376892.1874652,834682919.0146376,18149994.792096954,326054.7630232753,217923.61770737643,7170819.086325195,12913757.591917831,440111110.39695156,372230141.0710454,14683313.362035325,6267750.679189831,241038.0,35046.09515033426,3070.2341237669343,10.277338389448985,3430.0,20878805.945653632,672.6914285714286,897169.736013496,PMD_80,0.8
35.4,855490775.0344383,836717782.3446778,18227580.389764663,326957.0094498532,218455.29054610562,6943485.664063488,12831201.136617862,442496110.44531304,372272398.73721486,14680608.932362972,6266970.118865982,244650.0,35943.70061968305,2850.5657728381457,9.834411126887288,3612.0,3155264.819498314,672.7314285714285,1042006.4182394692,PMD_80,0.8
35.5,855051061.6281108,836249032.4069136,18256151.357387654,326909.14595261076,218968.7178569102,6723207.045575951,12748970.655075967,442315475.37563926,372319423.8454736,14677795.04831236,6266189.65803362,248249.0,36158.57562968134,2582.088290664911,9.031114091587975,3599.0,596681.6330297616,672.7714285714285,1037019.5250715289,PMD_80,0.8
35.6,865555653.6888579,846510404.7128656,18494764.509960283,330926.6665389281,219557.7994932248,6637767.229027861,12667173.905284828,444710579.1634206,380599742.36342174,14674981.731022608,6265409.296680369,251980.0,36247.87228155416,2632.9948882828053,9.199392711273452,3731.0,11533096.569594428,672.8114285714287,1029101.0345615512,PMD_80,0.8
35.7,874063214.8313323,854814577.6136281,18694294.957079038,334209.3593300645,220132.90129527808,6427757.510149271,12585587.970905751,450970457.4626835,383142613.87241924,14672168.980380775,6264629.034793854,255607.0,36849.60606980083,2632.716935783645,9.337671864133988,3627.0,9539791.122657193,672.8514285714286,1032800.5458970964,PMD_80,0.8
35.800000000000004,886840684.9769995,867304098.2373613,18976775.397138745,339074.12239891925,220737.22010057358,6224456.5547280405,12504981.33389968,450852837.21668446,396325314.20305175,14669246.796273945,6263848.872361694,259384.0,37377.0612609793,2735.112937259348,9.848214897170424,3777.0,13811268.842192141,672.8914285714286,1034405.3022392654,PMD_80,0.8
35.9,893839357.8018678,874127699.2925723,19148571.10759404,341785.97270710923,221301.42899451184,6027865.043478049,12424687.660679752,453164442.648762,401292748.4397394,14666545.19983715,6263068.80937152,263153.0,38091.52527021673,2674.7008196232764,9.831178614081168,3769.0,8031707.946826926,672.9314285714286,1033617.7676729385,PMD_80,0.8
36.0,913809288.907793,893669074.3296678,19568932.924626287,349326.26408529206,221955.3894134778,5837654.034336172,12344924.795818476,468420085.11722004,406280711.96614987,14663624.148457512,6262288.845810959,267007.0,38542.7155066814,2952.154268012368,10.828190609199067,3854.0,21001352.859743696,672.9714285714285,1031992.4395329071,PMD_80,0.8
36.1,918019952.5970992,897757241.2854296,19689221.68054106,350990.3746951203,222499.25643347402,5653725.1529679885,12266459.219563218,468490112.4690203,410687443.08935785,14660703.68452219,6261508.981667639,270984.0,39648.40978151781,2789.11468182904,10.567366755064425,3977.0,5256633.181374224,673.0114285714285,1046568.2177822411,PMD_80,0.8
36.2,936077447.437267,915422978.3935285,20073504.224684633,357826.3354464648,223138.48360736403,5475433.443779007,12187412.609603107,480302062.6214123,417194025.7376291,14657783.8079142,6260729.21692919,274879.0,39966.121151589134,3000.555627726195,11.33628708229817,3895.0,19099226.52841829,673.0514285714287,1042322.4539648812,PMD_80,0.8
36.300000000000004,944551074.7818618,923690216.3270414,20276063.558067948,361083.5684956042,223711.32825694283,5303254.268489136,12109328.418290343,486550104.27416056,419673463.75082207,14654974.518516582,6259949.551583247,278947.0,40982.41457769445,2934.689292666014,11.34016844122434,4068.0,9526817.783341993,673.0914285714287,1053791.2444612372,PMD_80,0.8
36.4,955455784.1342142,934340919.159547,20525318.431302894,365245.648521757,224300.89484256657,5136768.624203527,12031210.424203226,490295794.80349296,427080784.5017325,14652055.794964476,6259169.985617442,283059.0,41527.055792428524,2932.094599518999,11.456330741037501,4112.0,11960748.589237388,673.1314285714286,1056606.0825994257,PMD_80,0.8
36.5,964302539.2542752,942973859.377284,20735165.61648781,368638.3188017865,224875.94170167833,4975460.820086036,11953718.651588568,499141694.05604774,427324137.5491405,14649137.658393055,6258390.519019412,287197.0,42185.64990130412,2878.2568583849647,11.36876765689727,4138.0,9905201.724683283,673.1714285714286,1058951.4903364999,PMD_80,0.8
36.6,972967234.2339493,951426711.4456329,20943114.90483201,371958.65424434835,225449.22923995304,4819161.448822951,11876958.98852326,505456939.5156166,429910233.0205244,14646330.108685428,6257611.151776793,291502.0,42761.33996144204,2816.4094771811665,11.240547149767817,4305.0,9728366.014523761,673.2114285714285,1064227.9605639756,PMD_80,0.8
36.7,989600983.8025843,967693041.1382759,21303614.655090686,378250.7195033,226077.28971438337,4667926.65268663,11800486.660865149,515738944.96311146,436493160.51756704,14643633.124476809,6256831.883877222,295822.0,43324.068860163905,2944.5112523069524,11.79155654550215,4320.0,17700885.626856577,673.2514285714285,1067705.0239358977,PMD_80,0.8
36.800000000000004,1004615709.2015989,982370605.8879149,21634473.48880575,383935.8172875064,226694.00759067235,4521811.13642716,11724519.683640659,526830683.5716682,440641595.4101479,14641046.684406586,6256052.715308343,300323.0,44292.35378367854,3007.590120064732,12.195988307470659,4501.0,16092424.984411255,673.2914285714287,1078220.5911109976,PMD_80,0.8
36.9,1004428355.9950775,982141300.6832296,21675898.2888686,383952.27891577646,227204.7440635735,4380208.209393167,11649604.706418082,526630774.7948866,440874143.87120354,14638350.767118325,6255273.646057795,304946.0,45189.71608026249,2726.316211898875,11.334560139345736,4623.0,900796.3505516762,673.3314285714287,1088702.6027872085,PMD_80,0.8
37.0,1016194485.61634,993634358.7855885,21943894.069476787,388434.82335805916,227797.93791697393,4243300.242005618,11574194.953918314,534504105.83795035,444982844.512597,14635545.39375562,6254494.67611322,309343.0,45305.654828653576,2745.9079790180986,11.374928153320223,4397.0,12849062.383951614,673.3714285714286,1083463.848403302,PMD_80,0.8
37.1,1018195882.0145057,995551885.5502949,22026399.665585387,389273.3807862595,228323.41783936028,4110824.232871,11499723.347198317,534206651.6968682,447492116.3466481,14632740.585457928,6253825.805462265,313894.0,46039.12844648332,2539.23950074839,10.72839628568199,4551.0,3091144.7664569416,673.4114285714286,1090257.4940055583,PMD_80,0.8
37.2,1026799745.6623532,1003942154.630675,22236133.19045383,392563.43174105574,228894.40948325818,3982525.5877977354,11426183.826385023,538012666.1509353,452495496.734529,14629826.342112647,6253047.020593407,318552.0,46264.651338037154,2493.336694109613,10.562412361716815,4658.0,9689624.861251757,673.4514285714286,1086324.379118747,PMD_80,0.8
37.300000000000004,1044313305.5806463,1021068923.7600083,22615679.303327363,399175.29909328045,229527.2182172438,3858267.846846094,11352910.371436436,544954865.403778,463267640.9387355,14627242.684855122,6252378.334995123,323137.0,46833.06497391283,2649.7133804958144,11.26682851847374,4585.0,18601819.81329991,673.4914285714285,1088831.1007210866,PMD_80,0.8
37.4,1056215811.4057436,1032692441.8422656,22889554.35470269,403695.139468997,230120.06930606702,3738139.017681342,11280231.138386965,556854544.0725057,463466857.8921889,14624439.549824875,6251599.735155896,327946.0,47861.34657338983,2655.072335764107,11.430194057940515,4809.0,13000183.805656552,673.5314285714285,1098193.2262734391,PMD_80,0.8
37.5,1058447308.267061,1034832284.1236645,22979772.186508253,404606.0279850562,230645.92890335267,3622334.6239597932,11208362.227458598,556594085.3259598,466149722.2982728,14621872.556845836,6250931.234564205,332904.0,48628.66472224612,2456.922531827365,10.77879143171266,4958.0,3339581.361534785,673.5714285714287,1108589.7859316356,PMD_80,0.8
37.6,1063269190.0784585,1039513170.7383806,23118346.116571452,406483.41883479326,231189.80467170215,3509834.379168144,11136198.385827735,561273432.7731873,466480281.2157991,14619290.50476773,6250152.819708535,337720.0,48871.75989534613,2334.293500343578,10.275851344818228,4816.0,5926724.757021389,673.6114285714286,1105346.2713383478,PMD_80,0.8
37.7,1062985635.2550459,1039186705.6297967,23160775.624928366,406456.5656307938,231697.43469005392,3400969.7983832294,11064731.289426478,560997242.76661,466656717.9219521,14616598.974596798,6249374.504077372,342720.0,49262.94285356753,2117.325878046352,9.432141403737933,5000.0,823086.3868565863,673.6514285714286,1107146.5759833248,PMD_80,0.8
37.800000000000004,1077427566.2305167,1053299135.8100058,23484206.465842705,411917.0239068914,232306.93076111603,3295622.344812496,10994176.398996111,567286992.8758466,474988490.33572614,14613687.987476805,6248596.287658366,347679.0,49379.39419218106,2219.0502116299263,9.838104304907391,4959.0,15544328.731641304,673.6914285714286,1102875.1618850264,PMD_80,0.8
37.9,1084512917.9655144,1060197784.0922407,23667634.715732116,414633.524594226,232865.63294734334,3193677.3596385876,10924417.826377155,574429623.8038901,475106493.219374,14610777.585795306,6247928.170439179,352714.0,50267.95796898861,2159.9206266366323,9.704324898400262,5035.0,8195743.21114432,673.7314285714285,1110858.9218608332,PMD_80,0.8
38.0,1088682384.0516343,1064237171.5136952,23795546.46836089,416262.59898422146,233403.47059393377,3095133.934984983,10854350.411520015,574299274.6161616,479578497.1806237,14607977.769435713,6247150.138908296,357771.0,50788.12960399181,2048.4361405164645,9.312642259138679,5057.0,5284948.14580457,673.7714285714285,1115953.545398951,PMD_80,0.8
38.1,1100776639.0442004,1076046515.9599252,24075281.819018185,420845.5474800333,233995.71777712888,2999661.388433131,10785075.922515046,586271000.702924,479869224.72945815,14605178.51703355,6246497.783836541,362879.0,51135.48339497771,2102.169792432067,9.52583353591731,5108.0,13208126.745607063,673.8114285714287,1114329.2787550553,PMD_80,0.8
38.2,1103241155.3082337,1078412515.2123208,24172285.14509184,421833.6692109631,234521.28161012285,2907159.4610358314,10716479.222231995,586138068.1817169,482631238.6797595,14602489.828476438,6245719.935012912,368127.0,51934.50351535274,1960.3542537800374,9.040578421205552,5248.0,3589707.602224979,673.8514285714286,1125684.9039060222,PMD_80,0.8
38.300000000000004,1116723445.303353,1091581885.280354,24479505.535092633,426931.2402349654,235123.24767133812,2817751.1755585615,10647675.896763973,593146004.6430972,489267379.72018605,14599691.682404095,6244942.185343353,373355.0,52197.01275203496,2043.685099827377,9.401394950065109,5228.0,14605268.670116942,673.8914285714286,1123418.2807117696,PMD_80,0.8
38.400000000000006,1125740467.2207813,1100372197.6308799,24702216.02488562,430359.7329603626,235693.83205534826,2731335.923732308,10579107.076653432,595408117.3935925,496180848.1920313,14596894.09995627,6244164.534815523,378684.0,53056.5872885456,2029.7569542974252,9.466943332277442,5329.0,10148567.021688959,673.9314285714286,1131980.749975031,PMD_80,0.8
38.5,1136218050.8685396,1110594143.3431256,24953299.21786586,434334.3582977742,236273.94925043493,2647706.385521473,10511101.12786335,601817244.2653614,500404499.447923,14594112.658452956,6243386.983417089,384048.0,53671.30946844951,2043.262093454143,9.58320373020783,5364.0,11612031.967217732,673.9714285714285,1134920.0051738878,PMD_80,0.8
38.6,1144782552.9647803,1118939490.6711602,25168624.72154483,437596.9799850091,236840.5920905881,2566661.824060034,10443214.359148853,603938184.0577883,507000566.99340755,14591206.19923994,6242719.531135717,389510.0,54380.01952066877,2016.6323415324475,9.56027019465375,5462.0,9705780.50448352,674.0114285714285,1141744.133956766,PMD_80,0.8
38.7,1148856956.560668,1122881659.727553,25298739.827609047,439181.3544694258,237375.6510365095,2488117.8724827277,10376215.861342227,607854938.4520168,507307331.88580304,14588410.324563297,6241942.164459907,395068.0,54976.42756524652,1908.8608143280487,9.133127862911621,5558.0,5218501.072216858,674.0514285714287,1144531.2420436016,PMD_80,0.8
38.800000000000004,1170506271.6297717,1144055568.1612973,25765357.406237196,447313.40437320864,238032.65786394002,6446770.92849674,10309879.905682309,616558081.1891543,516364869.69650155,14585505.013058702,6241164.896878161,400711.0,55345.332836551715,2121.934413942299,9.074701911923652,5643.0,22795444.801485326,674.0914285714287,1146515.5380956486,PMD_80,0.8
38.900000000000006,1191943659.7314835,1165020069.3092704,26229491.38579198,455410.2958731198,238688.74054793033,6243201.683755738,10243432.17987595,626823459.3086488,527810468.54496294,14582710.285861855,6240387.728378147,406338.0,56470.27834576757,2313.623556288301,10.009407178977852,5627.0,22726472.987062834,674.1314285714286,1289478.7310653157,PMD_80,0.8
39.0,1214356932.239307,1186939801.7995915,26713916.735260107,463861.99211048195,239351.71234494293,10080250.842318365,10178303.225985248,634039278.5881053,539239572.802342,14579916.121608483,6239610.6589475395,412164.0,57795.790328050934,2489.291919295599,9.951640717307217,5826.0,23713609.667740818,674.1714285714286,1300725.0456313693,PMD_80,0.8
39.1,1226714387.5857205,1198998813.339094,27007013.04923533,468616.3553128324,239944.84207848518,9758935.922322253,10112504.620535297,640156188.6653408,545870912.1687617,14577012.520186402,6238833.688574013,417894.0,58978.18855826962,2481.1325350201455,10.123780503189131,5730.0,13796109.978580281,674.2114285714285,1439062.5578810114,PMD_80,0.8
39.2,1231410191.2158847,1203543215.7873316,27155994.151342936,470496.59584427794,240484.68136614843,9447963.160639454,10047690.404700777,642515448.9887803,548586922.3417877,14574109.502731383,6238056.817245243,423943.0,59823.91607031364,2334.4309681217296,9.70535465536013,6049.0,6134392.922651693,674.2514285714285,1438971.258201716,PMD_80,0.8
39.300000000000004,1249129779.5222664,1220857558.4530244,27553880.130357422,477226.21699492325,241114.7218897804,9146994.31239331,9983194.252551887,651336233.8346723,557854760.0085729,14571317.069127139,6237280.044948907,430002.0,60246.47793908724,2417.077364593094,10.084442881394445,6059.0,19151862.398049515,674.2914285714287,1432650.0973821974,PMD_80,0.8
39.400000000000006,1259515061.5246692,1230979872.747219,27812272.475720257,481223.191798386,241693.10993153582,8855812.211639049,9919564.016163731,655232057.5065742,564702379.22061,14568635.198009485,6236613.3716726815,436152.0,61399.05994143294,2367.609945444975,10.080191917698896,6150.0,11822779.51463821,674.3314285714287,1437871.557949879,PMD_80,0.8
39.5,1275325977.581497,1246420607.6140816,28175827.69799982,487232.99298292113,242309.2764324206,8574977.005665936,9855584.114878628,671032225.4582291,565061400.3507996,14565953.868018411,6235836.783905081,442482.0,62141.18297023323,2403.3081064066055,10.284867276373685,6330.0,17246664.54353791,674.3714285714286,1436142.572424457,PMD_80,0.8
39.6,1277851858.6494853,1248835263.1059005,28285471.61351037,488291.1273647005,242832.80270972627,8302392.094551046,9793016.588287283,670948816.3863237,568009520.2061429,14563053.07904601,6235060.295134617,448816.0,63224.69007939122,2225.682265932577,9.745182413567438,6334.0,3971732.8103544614,674.4114285714286,1446237.8680799983,PMD_80,0.8
39.7,1282979739.9101374,1253801190.7546701,28444862.124211524,490312.7456810737,243374.28557444885,8039216.322802958,9730422.432446264,673587359.2317437,570828085.1443151,14560372.87348024,6234283.9053489715,455162.0,63528.29848218025,2106.577082225564,9.296898546317879,6346.0,6565764.701561066,674.4514285714286,1438283.6066236573,PMD_80,0.8
39.800000000000004,1294299119.920035,1264839011.7472947,28721500.6214341,494649.0816516906,243958.46965412583,7783823.198964044,9667801.664724322,684815668.3941978,571240845.8389037,14557473.20870908,6233507.614535832,461419.0,63985.11061837113,2099.7389408376616,9.299830642553767,6257.0,12752990.2968443,674.4914285714285,1433932.492661146,PMD_80,0.8
39.900000000000006,1300920093.596853,1271268182.5640666,28910175.868121058,497225.7381632715,244509.42650225546,7537277.086372822,9605704.302773066,687024469.9385769,575965336.719327,14554574.127120532,6232731.422682882,467880.0,64816.45240478563,2014.5111883268376,9.06039820561428,6461.0,8059848.207027773,674.5314285714287,1439252.7759238707,PMD_80,0.8
40.0,1329000147.9402306,1298737878.373356,29509261.074690003,507799.388982458,245209.10320202145,7298739.903915693,9544346.9174333,706053263.0177546,585320057.1427506,14551785.62859847,6231955.329777811,474379.0,65357.62811855676,2267.21539883343,10.142675455047085,6499.0,29515554.853759542,674.5714285714287,1435858.7960964064,PMD_80,0.8
40.1,1337828320.4463217,1307329085.5382137,29742264.58449509,511195.52119532734,245774.8024175572,7067840.003656941,9483614.723373033,712397555.1883034,588099243.5034013,14548887.69177886,6231179.335808308,481157.0,67157.60560405096,2192.215471978178,10.069338841167385,6778.0,10283690.931044009,674.6114285714286,1455782.750667103,PMD_80,0.8
40.2,1348124966.4363365,1317360303.914281,30003170.293263756,515142.0704736093,246350.1583181728,6844217.706756834,13457291.651233999,718611282.2105656,588435781.0892202,14545990.337797694,6230403.440762062,487868.0,67845.42790741903,2148.129421481404,9.789869390467718,6711.0,11753343.183607042,674.6514285714286,1457051.5593066323,PMD_80,0.8
40.300000000000004,1371193392.492886,1339913936.5306993,30508585.677453272,523856.2089019321,247014.07583154025,6627964.913748214,17405221.161650598,731268194.6885909,595119070.5177306,14543203.566538915,6229737.644626767,494570.0,68426.78287211283,2299.6505761629405,10.308761140136825,6702.0,24551711.169524964,674.6914285714286,1483669.5186895672,PMD_80,0.8
40.400000000000006,1377783739.960893,1346308306.8883348,30701444.51008803,526424.9004858965,247563.66198459038,6418731.117108768,17293125.66023743,735233585.3557049,598068918.5373124,14540417.356638556,6228961.933890949,501600.0,69754.97951693178,2185.0700381395436,9.993954648851709,7030.0,8111531.727380667,674.7314285714285,1521446.705087851,PMD_80,0.8
40.5,1393931958.9588983,1362073320.757927,31077909.396486595,532549.0832410783,248179.72124410103,6216067.083141051,17181881.055360638,744087304.3267305,605678583.6615503,14539936.510072956,6228186.322043134,508752.0,70319.2203289117,2213.601521850854,10.158151937165838,7152.0,17668192.627806928,674.7714285714285,1520230.1155156686,PMD_80,0.8
40.6,1407467811.290405,1375277004.66683,31404324.169938896,537705.216447568,248777.23718863333,6019977.88768213,17071811.74492949,755122965.4150646,608488494.4692867,14537150.96437139,6227410.8090710165,515859.0,71446.23947634314,2204.189001217829,10.225123383985729,7107.0,15063118.174404928,674.8114285714287,1527570.3686125355,PMD_80,0.8
40.7,1416864103.7815874,1384419910.203438,31653543.50905153,541304.3861298177,249345.68296792803,5830468.841726927,16962140.0956927,761680869.7389125,611629403.730509,14534585.979784021,6226635.394962297,523231.0,72440.17613923881,2132.0539484803357,10.010945744565994,7372.0,10931485.229169808,674.8514285714286,1535455.3037018671,PMD_80,0.8
40.800000000000004,1436874522.556988,1403970365.8267748,32105301.11748119,548868.0155240893,249987.59720754292,5646885.47873033,16853303.350605547,774514139.9550294,619102532.1792148,14531801.513703194,6225860.079704676,530546.0,73183.94050968635,2213.4259694618036,10.413789626235786,7315.0,21548337.967928037,674.8914285714286,1538191.7982418363,PMD_80,0.8
40.900000000000006,1466089769.8848934,1432544783.1838763,32734439.43197707,559853.8436324162,250693.42540756107,5469583.958059219,16744966.013556346,797204109.5954361,625917117.8460343,14528907.608521271,6225084.863285852,538046.0,74565.20534221918,2402.2970996959166,11.335050344348634,7500.0,30766029.538522005,674.9314285714286,1551014.8563307936,PMD_80,0.8
41.0,1480202868.8705459,1446308892.2141194,33077476.924137317,565205.7206480976,251294.01164081806,5300334.622567327,20671902.688166104,802154135.3257452,631326172.202999,14526014.285374412,6224309.745693531,545888.0,76528.927855694,2362.1289789754087,11.232760115446917,7842.0,15688829.828913145,674.9714285714285,1575887.5289749142,PMD_80,0.8
41.1,1503507106.885496,1469085738.7110016,33595410.00567966,573999.3933198777,251958.77549478933,7550955.122740691,20538843.304132164,816505718.0190703,638164824.1684905,14523231.544146711,6223534.726915414,553551.0,77356.04432349348,2450.9705749136574,11.12920190693202,7663.0,24908925.86263652,675.0114285714285,1604910.5734006127,PMD_80,0.8
41.2,1539915429.690827,1504708542.099564,34366476.49919124,587697.2641616168,252713.82791005488,7311892.639858015,20409078.34818822,841374647.1248645,650076602.4075027,14520449.363474365,6222759.806939212,561430.0,78835.3273221936,2689.514885626155,12.245998465666142,7879.0,38106103.40078238,675.0514285714287,1697967.3611654574,PMD_80,0.8
